region,year_month,rrp_nominal,peak_rrp_nominal,total_intervals,peak_intervals,carbon_flag,cpi_estimated,rrp_real,peak_rrp_real
TAS1,2023-07,23.32,32.72,8928,3780,False,False,25.09,35.21
TAS1,2023-08,37.65,37.93,8928,4140,False,False,40.36,40.66
TAS1,2023-09,26.71,24.88,8640,3780,False,False,28.52,26.57
TAS1,2023-10,37.66,36.02,8928,3960,False,False,40.13,38.39
TAS1,2023-11,59.97,57.48,8640,3960,False,False,63.78,61.13
TAS1,2023-12,52.09,49.05,8928,3780,False,False,55.28,52.05
TAS1,2024-01,50.12,49.55,8928,4140,False,False,53.03,52.42
TAS1,2024-02,81.86,110.19,8352,3780,False,False,86.34,116.22
TAS1,2024-03,69.65,67.51,8928,3780,False,False,73.23,70.98
TAS1,2024-04,73.35,70.58,8640,3960,False,False,76.86,73.95
TAS1,2024-05,141.03,145.64,8928,4140,False,False,147.26,152.07
TAS1,2024-06,178.25,212.93,8640,3600,False,False,185.48,221.57
TAS1,2024-07,180.76,215.63,8928,4140,False,False,187.95,224.21
TAS1,2024-08,128.69,156.24,8928,3960,False,False,133.71,162.34
TAS1,2024-09,22.51,31.25,8640,3780,False,False,23.37,32.45
TAS1,2024-10,49.8,52.52,8928,4140,False,False,51.67,54.5
TAS1,2024-11,95.86,96.58,8640,3780,False,False,99.4,100.15
TAS1,2024-12,76.11,68.48,8928,3960,False,False,78.87,70.96
TAS1,2025-01,113.63,109.08,8928,4140,False,False,117.39,112.69
TAS1,2025-02,121.69,125.01,8064,3600,False,False,125.33,128.75
TAS1,2025-03,100.04,100.83,8928,3780,False,False,102.72,103.53
TAS1,2025-04,100.53,98.58,8640,3960,False,False,102.97,100.97
TAS1,2025-05,103.39,113.37,8928,3960,False,False,105.64,115.83
TAS1,2025-06,219.34,327.99,8640,3780,False,False,223.55,334.29
TAS1,2025-07,117.85,130.45,8928,4140,False,False,119.59,132.37
TAS1,2025-08,125.22,133.56,8928,3780,False,False,126.51,134.94
TAS1,2025-09,28.63,36.24,8640,3960,False,False,28.8,36.45
TAS1,2025-10,24.55,26.88,8928,4140,False,False,24.65,26.99
TAS1,2025-11,40.51,34.34,8640,3600,False,False,40.59,34.41
TAS1,2025-12,59.34,55.6,8928,4140,False,False,59.34,55.6
TAS1,2026-01,100.93,114.88,8928,3960,False,True,100.93,114.88
TAS1,2026-02,90.28,87.56,8064,3600,False,True,90.28,87.56
TAS1,2026-03,88.24,88.52,5184,2340,False,True,88.24,88.52
VIC1,2003-07,25.62,32.99,1488,690,False,False,46.97,60.48
VIC1,2003-08,20.15,23.45,1488,630,False,False,36.87,42.91
VIC1,2003-09,20.73,25.19,1440,660,False,False,37.86,46.01
VIC1,2003-10,20.74,25.19,1488,690,False,False,37.81,45.92
VIC1,2003-11,21.18,26.23,1440,600,False,False,38.55,47.74
VIC1,2003-12,24.97,34.01,1488,690,False,False,45.36,61.79
VIC1,2004-01,22.52,30.37,1488,660,False,False,40.79,55.01
VIC1,2004-02,38.62,48.76,1392,600,False,False,69.75,88.06
VIC1,2004-03,21.48,28.54,1488,690,False,False,38.68,51.39
VIC1,2004-04,29.46,36.99,1440,660,False,False,52.97,66.51
VIC1,2004-05,31.29,39.67,1488,630,False,False,56.17,71.21
VIC1,2004-06,28.63,34.73,1440,660,False,False,51.32,62.25
VIC1,2004-07,31.37,43.7,1488,660,False,False,56.15,78.22
VIC1,2004-08,22.55,27.37,1488,660,False,False,40.31,48.92
VIC1,2004-09,27.2,31.48,1440,660,False,False,48.55,56.19
VIC1,2004-10,44.88,70.45,1488,630,False,False,79.91,125.44
VIC1,2004-11,35.66,44.55,1440,660,False,False,63.33,79.12
VIC1,2004-12,27.36,33.0,1488,690,False,False,48.47,58.46
VIC1,2005-01,22.84,29.72,1488,630,False,False,40.37,52.53
VIC1,2005-02,21.83,27.43,1344,600,False,False,38.5,48.38
VIC1,2005-03,18.7,21.15,1488,690,False,False,32.91,37.22
VIC1,2005-04,30.63,37.8,1440,630,False,False,53.79,66.38
VIC1,2005-05,24.56,29.2,1488,660,False,False,43.05,51.18
VIC1,2005-06,23.54,27.29,1440,660,False,False,41.18,47.74
VIC1,2005-07,26.51,32.37,1488,630,False,False,46.22,56.44
VIC1,2005-08,30.0,40.25,1488,690,False,False,52.13,69.94
VIC1,2005-09,29.14,37.44,1440,660,False,False,50.47,64.85
VIC1,2005-10,22.64,28.49,1488,630,False,False,39.15,49.26
VIC1,2005-11,30.7,46.39,1440,660,False,False,52.99,80.07
VIC1,2005-12,34.24,49.23,1488,660,False,False,59.0,84.83
VIC1,2006-01,53.44,88.63,1488,660,False,False,91.82,152.28
VIC1,2006-02,56.0,105.51,1344,600,False,False,95.95,180.77
VIC1,2006-03,23.36,29.33,1488,690,False,False,39.91,50.11
VIC1,2006-04,22.59,27.86,1440,600,False,False,38.39,47.35
VIC1,2006-05,28.25,37.94,1488,690,False,False,47.76,64.14
VIC1,2006-06,34.61,42.49,1440,660,False,False,58.21,71.46
VIC1,2006-07,47.2,71.86,1488,630,False,False,79.15,120.5
VIC1,2006-08,32.21,39.11,1488,690,False,False,53.85,65.39
VIC1,2006-09,30.8,38.91,1440,630,False,False,51.34,64.86
VIC1,2006-10,27.66,34.69,1488,660,False,False,46.13,57.85
VIC1,2006-11,32.71,42.78,1440,660,False,False,54.57,71.37
VIC1,2006-12,22.28,28.32,1488,630,False,False,37.18,47.26
VIC1,2007-01,91.46,165.37,1488,690,False,False,152.6,275.92
VIC1,2007-02,47.44,69.13,1344,600,False,False,79.13,115.31
VIC1,2007-03,53.28,74.85,1488,660,False,False,88.85,124.82
VIC1,2007-04,67.76,81.62,1440,630,False,False,112.53,135.55
VIC1,2007-05,62.64,75.49,1488,690,False,False,103.61,124.86
VIC1,2007-06,143.28,218.05,1440,630,False,False,236.02,359.19
VIC1,2007-07,85.55,115.22,1488,660,False,False,140.6,189.37
VIC1,2007-08,41.73,50.83,1488,690,False,False,68.43,83.35
VIC1,2007-09,44.58,55.04,1440,600,False,False,72.93,90.05
VIC1,2007-10,35.51,45.32,1488,690,False,False,57.92,73.91
VIC1,2007-11,42.73,54.55,1440,660,False,False,69.48,88.69
VIC1,2007-12,44.79,62.08,1488,630,False,False,72.6,100.63
VIC1,2008-01,40.37,55.11,1488,690,False,False,65.15,88.93
VIC1,2008-02,36.88,52.11,1392,630,False,False,59.25,83.72
VIC1,2008-03,52.14,84.57,1488,630,False,False,83.4,135.27
VIC1,2008-04,39.86,50.14,1440,660,False,False,63.45,79.81
VIC1,2008-05,54.03,64.59,1488,660,False,False,85.59,102.32
VIC1,2008-06,42.04,52.09,1440,630,False,False,66.28,82.13
VIC1,2008-07,43.04,60.12,1488,690,False,False,67.6,94.42
VIC1,2008-08,40.91,50.92,1488,630,False,False,64.0,79.66
VIC1,2008-09,36.62,47.77,1440,660,False,False,57.07,74.45
VIC1,2008-10,39.37,51.76,1488,690,False,False,61.42,80.76
VIC1,2008-11,34.56,45.33,1440,600,False,False,53.98,70.8
VIC1,2008-12,22.49,27.82,1488,690,False,False,35.17,43.5
VIC1,2009-01,125.54,248.2,1488,660,False,False,196.22,387.94
VIC1,2009-02,33.4,44.74,1344,600,False,False,52.19,69.9
VIC1,2009-03,25.27,32.56,1488,660,False,False,39.47,50.86
VIC1,2009-04,37.3,49.27,1440,660,False,False,58.16,76.83
VIC1,2009-05,31.45,37.87,1488,630,False,False,48.96,58.95
VIC1,2009-06,30.07,37.13,1440,660,False,False,46.73,57.71
VIC1,2009-07,26.84,32.55,1488,690,False,False,41.58,50.43
VIC1,2009-08,22.44,28.02,1488,630,False,False,34.66,43.27
VIC1,2009-09,22.94,27.43,1440,660,False,False,35.32,42.23
VIC1,2009-10,25.56,31.55,1488,660,False,False,39.28,48.49
VIC1,2009-11,32.43,44.98,1440,630,False,False,49.75,69.0
VIC1,2009-12,23.51,29.49,1488,690,False,False,36.0,45.16
VIC1,2010-01,60.95,114.74,1488,630,False,False,93.05,175.17
VIC1,2010-02,67.91,124.09,1344,600,False,False,103.35,188.86
VIC1,2010-03,22.86,27.11,1488,690,False,False,34.68,41.13
VIC1,2010-04,71.56,131.25,1440,660,False,False,108.36,198.74
VIC1,2010-05,30.49,34.97,1488,630,False,False,46.07,52.84
VIC1,2010-06,31.4,36.19,1440,660,False,False,47.35,54.58
VIC1,2010-07,26.65,30.36,1488,660,False,False,40.09,45.68
VIC1,2010-08,27.05,30.73,1488,660,False,False,40.6,46.12
VIC1,2010-09,22.12,24.89,1440,660,False,False,33.12,37.27
VIC1,2010-10,20.82,24.65,1488,630,False,False,31.13,36.86
VIC1,2010-11,18.42,21.04,1440,660,False,False,27.51,31.42
VIC1,2010-12,16.52,18.96,1488,690,False,False,24.64,28.28
VIC1,2011-01,41.07,66.16,1488,630,False,False,60.94,98.17
VIC1,2011-02,40.46,59.69,1344,600,False,False,59.73,88.12
VIC1,2011-03,24.96,28.62,1488,690,False,False,36.66,42.04
VIC1,2011-04,25.6,28.26,1440,630,False,False,37.49,41.38
VIC1,2011-05,34.35,40.58,1488,660,False,False,50.15,59.24
VIC1,2011-06,27.92,33.89,1440,660,False,False,40.63,49.32
VIC1,2011-07,29.49,37.84,1488,630,False,False,42.83,54.96
VIC1,2011-08,29.95,35.44,1488,690,False,False,43.42,51.38
VIC1,2011-09,26.98,31.61,1440,660,False,False,39.03,45.73
VIC1,2011-10,23.61,29.0,1488,630,False,False,34.16,41.96
VIC1,2011-11,26.58,30.77,1440,660,False,False,38.46,44.52
VIC1,2011-12,22.18,25.62,1488,660,False,False,32.09,37.07
VIC1,2012-01,24.03,29.13,1488,660,False,False,34.76,42.14
VIC1,2012-02,25.85,30.01,1392,630,False,False,37.38,43.4
VIC1,2012-03,23.7,27.89,1488,660,False,False,34.27,40.33
VIC1,2012-04,32.01,36.3,1440,630,False,False,46.2,52.4
VIC1,2012-05,26.58,30.09,1488,690,False,False,38.3,43.36
VIC1,2012-06,36.75,42.66,1440,630,False,False,52.86,61.37
VIC1,2012-07,73.46,90.05,1488,660,True,False,105.19,128.95
VIC1,2012-08,55.76,58.79,1488,690,True,False,79.49,83.81
VIC1,2012-09,53.48,60.96,1440,600,True,False,75.9,86.51
VIC1,2012-10,51.27,55.0,1488,690,True,False,72.7,77.99
VIC1,2012-11,77.18,108.73,1440,660,True,False,109.34,154.04
VIC1,2012-12,52.18,58.92,1488,630,True,False,73.86,83.4
VIC1,2013-01,54.27,65.31,1488,690,True,False,76.74,92.35
VIC1,2013-02,53.59,59.78,1344,600,True,False,75.69,84.43
VIC1,2013-03,52.31,60.03,1488,630,True,False,73.8,84.69
VIC1,2013-04,50.02,53.46,1440,660,True,False,70.48,75.32
VIC1,2013-05,54.85,61.01,1488,690,True,False,77.19,85.85
VIC1,2013-06,60.9,70.51,1440,600,True,False,85.59,99.1
VIC1,2013-07,58.35,62.4,1488,690,True,False,81.68,87.34
VIC1,2013-08,54.12,57.79,1488,660,True,False,75.45,80.57
VIC1,2013-09,49.25,52.11,1440,630,True,False,68.38,72.36
VIC1,2013-10,49.47,51.91,1488,690,True,False,68.53,71.91
VIC1,2013-11,46.76,49.47,1440,630,True,False,64.62,68.36
VIC1,2013-12,50.33,57.51,1488,660,True,False,69.38,79.28
VIC1,2014-01,72.43,105.62,1488,690,True,False,99.65,145.32
VIC1,2014-02,49.25,51.64,1344,600,True,False,67.63,70.91
VIC1,2014-03,45.96,50.99,1488,630,True,False,62.99,69.88
VIC1,2014-04,43.79,46.48,1440,660,True,False,59.91,63.59
VIC1,2014-05,48.2,53.42,1488,660,True,False,65.84,72.97
VIC1,2014-06,49.17,53.9,1440,630,True,False,67.05,73.5
VIC1,2014-07,38.59,43.69,1488,690,False,False,52.55,59.49
VIC1,2014-08,34.51,40.67,1488,630,False,False,46.93,55.3
VIC1,2014-09,36.26,42.07,1440,660,False,False,49.24,57.13
VIC1,2014-10,26.59,30.63,1488,690,False,False,36.08,41.57
VIC1,2014-11,28.56,34.46,1440,600,False,False,38.73,46.73
VIC1,2014-12,26.54,31.31,1488,690,False,False,35.97,42.43
VIC1,2015-01,26.1,33.61,1488,660,False,False,35.35,45.52
VIC1,2015-02,28.03,35.21,1344,600,False,False,37.94,47.66
VIC1,2015-03,25.81,31.79,1488,660,False,False,34.91,43.0
VIC1,2015-04,28.91,35.26,1440,660,False,False,39.02,47.58
VIC1,2015-05,29.85,38.41,1488,630,False,False,40.19,51.71
VIC1,2015-06,34.41,41.52,1440,660,False,False,46.22,55.77
VIC1,2015-07,34.75,42.82,1488,690,False,False,46.61,57.44
VIC1,2015-08,35.04,42.1,1488,630,False,False,46.94,56.4
VIC1,2015-09,44.55,50.84,1440,660,False,False,59.61,68.02
VIC1,2015-10,35.63,45.47,1488,660,False,False,47.61,60.76
VIC1,2015-11,34.92,45.23,1440,630,False,False,46.6,60.36
VIC1,2015-12,48.01,62.67,1488,690,False,False,63.99,83.53
VIC1,2016-01,46.95,72.9,1488,630,False,False,62.62,97.23
VIC1,2016-02,35.42,44.52,1392,630,False,False,47.27,59.42
VIC1,2016-03,45.89,59.65,1488,690,False,False,61.28,79.66
VIC1,2016-04,45.88,61.49,1440,630,False,False,61.18,82.0
VIC1,2016-05,54.24,76.46,1488,660,False,False,72.22,101.81
VIC1,2016-06,92.77,118.54,1440,660,False,False,123.35,157.61
VIC1,2016-07,64.64,86.77,1488,630,False,False,85.75,115.1
VIC1,2016-08,43.24,55.76,1488,690,False,False,57.22,73.79
VIC1,2016-09,41.02,48.5,1440,660,False,False,54.16,64.04
VIC1,2016-10,33.18,41.02,1488,630,False,False,43.73,54.07
VIC1,2016-11,36.07,46.93,1440,660,False,False,47.46,61.75
VIC1,2016-12,29.9,37.59,1488,660,False,False,39.27,49.37
VIC1,2017-01,62.04,81.03,1488,660,False,False,81.36,106.27
VIC1,2017-02,86.05,114.18,1344,600,False,False,112.68,149.51
VIC1,2017-03,90.63,112.64,1488,690,False,False,118.49,147.27
VIC1,2017-04,108.2,123.35,1440,600,False,False,141.37,161.17
VIC1,2017-05,107.95,123.09,1488,690,False,False,140.95,160.72
VIC1,2017-06,98.5,105.0,1440,660,False,False,128.53,137.01
VIC1,2017-07,117.38,131.48,1488,630,False,False,152.86,171.22
VIC1,2017-08,102.57,119.74,1488,690,False,False,133.3,155.61
VIC1,2017-09,79.43,89.62,1440,630,False,False,103.02,116.23
VIC1,2017-10,73.31,82.48,1488,660,False,False,94.87,106.73
VIC1,2017-11,95.54,112.43,1440,660,False,False,123.36,145.17
VIC1,2017-12,84.85,97.75,1488,630,False,False,109.31,125.93
VIC1,2018-01,133.48,183.0,1488,690,False,False,171.71,235.42
VIC1,2018-02,97.43,124.33,1344,600,False,False,125.15,159.71
VIC1,2018-03,76.01,82.25,1488,660,False,False,97.5,105.5
VIC1,2018-04,74.04,87.09,1440,630,False,False,94.86,111.58
VIC1,2018-05,79.79,95.98,1488,690,False,False,102.1,122.82
VIC1,2018-06,93.72,112.11,1440,630,False,False,119.79,143.29
VIC1,2018-07,70.1,88.33,1488,660,False,False,89.47,112.73
VIC1,2018-08,79.17,102.2,1488,690,False,False,100.9,130.25
VIC1,2018-09,92.85,108.02,1440,600,False,False,118.16,137.47
VIC1,2018-10,99.83,109.7,1488,690,False,False,126.82,139.36
VIC1,2018-11,97.84,105.48,1440,660,False,False,124.08,133.77
VIC1,2018-12,91.79,113.92,1488,630,False,False,116.21,144.23
VIC1,2019-01,250.33,423.33,1488,690,False,False,316.94,535.97
VIC1,2019-02,111.16,120.86,1344,600,False,False,140.74,153.02
VIC1,2019-03,131.11,177.81,1488,630,False,False,166.01,225.14
VIC1,2019-04,98.44,106.79,1440,660,False,False,124.4,134.95
VIC1,2019-05,91.9,104.25,1488,690,False,False,115.9,131.48
VIC1,2019-06,101.81,122.01,1440,600,False,False,128.15,153.58
VIC1,2019-07,85.92,105.02,1488,690,False,False,107.95,131.94
VIC1,2019-08,104.95,130.29,1488,660,False,False,131.61,163.38
VIC1,2019-09,104.76,121.93,1440,630,False,False,131.12,152.61
VIC1,2019-10,100.7,113.03,1488,690,False,False,125.75,141.15
VIC1,2019-11,67.98,69.79,1440,630,False,False,84.7,86.96
VIC1,2019-12,61.39,77.46,1488,660,False,False,76.32,96.29
VIC1,2020-01,142.95,255.88,1488,690,False,False,177.48,317.7
VIC1,2020-02,48.31,55.83,1392,600,False,False,59.91,69.23
VIC1,2020-03,43.3,50.47,1488,660,False,False,53.63,62.51
VIC1,2020-04,34.83,41.9,1440,660,False,False,43.42,52.23
VIC1,2020-05,38.29,47.04,1488,630,False,False,48.04,59.02
VIC1,2020-06,48.66,62.91,1440,660,False,False,61.45,79.45
VIC1,2020-07,63.6,75.01,1488,690,False,False,79.9,94.24
VIC1,2020-08,53.7,66.4,1488,630,False,False,67.12,83.0
VIC1,2020-09,34.65,39.08,1440,660,False,False,43.09,48.6
VIC1,2020-10,44.79,55.4,1488,660,False,False,55.53,68.69
VIC1,2020-11,44.07,49.88,1440,630,False,False,54.48,61.66
VIC1,2020-12,23.79,23.5,1488,690,False,False,29.32,28.96
VIC1,2021-01,22.82,20.68,1488,630,False,False,28.07,25.44
VIC1,2021-02,21.85,24.89,1344,600,False,False,26.83,30.56
VIC1,2021-03,30.36,32.84,1488,690,False,False,37.2,40.24
VIC1,2021-04,49.47,62.46,1440,660,False,False,60.47,76.35
VIC1,2021-05,72.84,114.98,1488,630,False,False,88.82,140.21
VIC1,2021-06,87.92,107.95,1440,660,False,False,106.95,131.31
VIC1,2021-07,91.72,126.87,1488,660,False,False,111.26,153.89
VIC1,2021-08,47.0,55.18,1488,660,False,False,56.85,66.75
VIC1,2021-09,27.72,33.73,1440,660,False,False,33.44,40.69
VIC1,2021-10,18.46,15.09,8928,3780,False,False,22.17,18.12
VIC1,2021-11,35.02,40.78,8640,3960,False,False,41.89,48.77
VIC1,2021-12,32.23,30.8,8928,4140,False,False,38.39,36.68
VIC1,2022-01,60.82,75.01,8928,3780,False,False,71.92,88.7
VIC1,2022-02,54.17,48.54,8064,3600,False,False,63.6,56.99
VIC1,2022-03,54.78,56.47,8928,4140,False,False,63.86,65.83
VIC1,2022-04,141.51,168.15,8640,3780,False,False,164.0,194.87
VIC1,2022-05,233.64,264.24,8928,3960,False,False,269.17,304.43
VIC1,2022-06,296.49,375.96,8640,3960,False,False,339.58,430.6
VIC1,2022-07,340.34,432.0,8928,3780,False,False,387.43,491.77
VIC1,2022-08,121.01,137.33,8928,4140,False,False,136.92,155.38
VIC1,2022-09,111.77,130.9,8640,3960,False,False,125.7,147.22
VIC1,2022-10,98.9,97.36,8928,3780,False,False,110.55,108.83
VIC1,2022-11,58.63,58.3,8640,3960,False,False,65.14,64.77
VIC1,2022-12,31.28,11.57,8928,3960,False,False,34.54,12.78
VIC1,2023-01,48.09,32.05,8928,3960,False,False,52.86,35.23
VIC1,2023-02,58.01,55.29,8064,3600,False,False,63.48,60.51
VIC1,2023-03,62.02,54.59,8928,4140,False,False,67.57,59.48
VIC1,2023-04,83.62,86.78,8640,3600,False,False,90.84,94.28
VIC1,2023-05,127.15,145.97,8928,4140,False,False,137.74,158.13
VIC1,2023-06,54.53,85.79,8640,3960,False,False,58.9,92.67
VIC1,2023-07,55.21,76.38,8928,3780,False,False,59.41,82.19
VIC1,2023-08,64.66,80.04,8928,4140,False,False,69.31,85.8
VIC1,2023-09,26.31,28.16,8640,3780,False,False,28.1,30.07
VIC1,2023-10,17.19,15.14,8928,3960,False,False,18.32,16.13
VIC1,2023-11,34.94,31.79,8640,3960,False,False,37.16,33.81
VIC1,2023-12,25.29,25.23,8928,3780,False,False,26.84,26.78
VIC1,2024-01,22.1,17.65,8928,4140,False,False,23.38,18.67
VIC1,2024-02,82.94,133.13,8352,3780,False,False,87.48,140.41
VIC1,2024-03,51.99,46.25,8928,3780,False,False,54.67,48.63
VIC1,2024-04,84.8,80.23,8640,3960,False,False,88.85,84.07
VIC1,2024-05,132.97,146.58,8928,4140,False,False,138.84,153.05
VIC1,2024-06,164.23,198.82,8640,3600,False,False,170.89,206.88
VIC1,2024-07,149.14,191.83,8928,4140,False,False,155.08,199.47
VIC1,2024-08,143.4,216.14,8928,3960,False,False,149.0,224.58
VIC1,2024-09,17.39,26.5,8640,3780,False,False,18.06,27.51
VIC1,2024-10,20.36,10.18,8928,4140,False,False,21.13,10.56
VIC1,2024-11,64.08,52.94,8640,3780,False,False,66.45,54.9
VIC1,2024-12,52.25,39.93,8928,3960,False,False,54.14,41.38
VIC1,2025-01,48.35,23.72,8928,4140,False,False,49.95,24.5
VIC1,2025-02,68.55,76.73,8064,3600,False,False,70.6,79.03
VIC1,2025-03,61.75,62.93,8928,3780,False,False,63.41,64.62
VIC1,2025-04,74.76,70.56,8640,3960,False,False,76.57,72.27
VIC1,2025-05,78.05,93.92,8928,3960,False,False,79.75,95.96
VIC1,2025-06,264.6,463.18,8640,3780,False,False,269.68,472.07
VIC1,2025-07,82.13,107.96,8928,4140,False,False,83.34,109.55
VIC1,2025-08,93.19,107.79,8928,3780,False,False,94.15,108.9
VIC1,2025-09,55.27,61.8,8640,3960,False,False,55.6,62.17
VIC1,2025-10,51.37,45.13,8928,4140,False,False,51.57,45.31
VIC1,2025-11,31.92,13.79,8640,3600,False,False,31.98,13.82
VIC1,2025-12,27.51,16.99,8928,4140,False,False,27.51,16.99
VIC1,2026-01,38.55,43.74,8928,3960,False,True,38.55,43.74
VIC1,2026-02,45.06,40.2,8064,3600,False,True,45.06,40.2
VIC1,2026-03,41.17,44.39,5184,2340,False,True,41.17,44.39
